what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1422374617468
java.specification.name,sysinfo,,,"Java Platform API Specification",1422374617468
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1422374617468
java.specification.version,sysinfo,,,"1.6",1422374617468
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1422374617468
java.version,sysinfo,,,"1.6.0_45",1422374617468
java.vm.info,sysinfo,,,"mixed mode",1422374617468
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1422374617468
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1422374617468
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1422374617468
java.vm.specification.version,sysinfo,,,"1.0",1422374617468
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1422374617468
java.vm.version,sysinfo,,,"20.45-b01",1422374617468
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1422374617670
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1422374617733
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1422374617842
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1422374617982
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1422374618045
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1422374618092
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1422374618248
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1422374618419
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1422374618450
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1422374618564
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1422374620342
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1422374620389
started,bundle,com.android.ide.eclipse.ddms,16.0.0.v201112072138-234950,"com.android.ide.eclipse.ddms",1422374621590
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1422374622089
started,bundle,com.android.ide.eclipse.adt,16.0.0.v201112072138-234950,"com.android.ide.eclipse.adt",1422374622105
error,log,,,"DDMS files not found: V:\\DATA2\\Apps\\eclipse\\platform-tools\\adb.exe V:\\DATA2\\Apps\\eclipse\\tools\\hprof-conv.exe V:\\DATA2\\Apps\\eclipse\\tools\\traceview.bat ",1422374622245
started,bundle,com.android.ide.eclipse.traceview,16.0.0.v201112072138-234950,"com.android.ide.eclipse.traceview",1422374622292
started,bundle,org.lejos.nxt.ldt,0.9.0.201107301621,"org.lejos.nxt.ldt",1422374624460
error,log,,,"NXJ_HOME is not set. Please specify it in the plug-in's preferences",1422374624507
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1422374634179
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1422374634211
